t,x,y,z
0.0,0.16413270142180095,0.49818483412322273,0.6049763033175355
0.0167,0.25096906258005647,0.6928440866869501,0.8340696753988791
0.0333,0.2546846485214577,0.8971437029486903,0.9738245754426904
0.05,0.25783676541052364,1.0433136873946909,1.0910934512764512
0.0667,0.2589979795748278,1.1519888879269284,1.1955958788974024
0.0833,0.2599947186443188,1.2392484039732599,1.2831804935628355
0.1,0.26476626625097144,1.337187486161094,1.3749880522122022
0.117,0.27036260809212564,1.4264797735555337,1.456654210299564
0.133,0.27027619469146863,1.5123914253619708,1.517331375397241
0.15,0.27067440500897333,1.5822438047248355,1.5856456963391157
0.167,0.2744431890835068,1.6734654457230809,1.6460598248261415
0.183,0.27833204364104575,1.739992795541169,1.700603827484229
0.2,0.2803015589814338,1.7918129723385339,1.7574952291019827
0.217,0.28288670174415764,1.8329687768257954,1.816027739809878
0.233,0.29325700353688944,1.8764634975670464,1.8623471148287063
0.25,0.3078927519635142,1.9150257241312993,1.9064981985607075
0.267,0.3212314595716482,1.9500788267685951,1.9457647708054335
0.283,0.33026121200795766,1.9726758471960717,1.9815341893634182
0.3,0.3388173784414709,2.00634436568042,2.0181497987222663
0.317,0.3460192379730847,2.0347820437568096,2.042116699745549
0.333,0.35090463986676557,2.0561875900946345,2.0669949875679063
0.35,0.3527883013566185,2.072605080161613,2.0793245183945936
0.367,0.37377367185522015,2.095491889821673,2.095985464157844
0.383,0.3756492829008707,2.109859404035999,2.1158844189354955
0.4,0.39059556340376705,2.128125501124445,2.128248072791473
0.417,0.39671656848983716,2.1426610524344185,2.1485357242541596
0.433,0.4156955747376181,2.1579060384938153,2.158033623556266
0.45,0.42767860070747515,2.1704299095134933,2.1565008648150905
0.467,0.4352376085704715,2.181070538986591,2.1537563475281
0.483,0.4425791544606426,2.187118834260918,2.143638241610519
0.5,0.44744448449158897,2.1932593769869184,2.1283375626940217
0.517,0.4485390700181686,2.1962443432444427,2.1061351632671914
0.533,0.4512423032362875,2.2003602683527355,2.0824358757615253
0.55,0.4541366538272937,2.2020674026684683,2.0578319166557484
0.567,0.4664739300299521,2.208753893582057,2.0261091273751313
0.583,0.47269590525025657,2.209162741355481,1.9894146885165747
0.6,0.48841823055603206,2.2117399049583044,1.9426791107114212
0.617,0.49705943284551735,2.209325298696318,1.9054718491377012
0.633,0.5154873140181679,2.2100111072608852,1.8720198710121747
0.65,0.5286917037292583,2.2030608645580196,1.8314765069100838
0.667,0.5384210218277184,2.200618555516977,1.7892653741657385
0.683,0.5456278956569104,2.194878285233375,1.7393641509582378
0.7,0.5510142340126579,2.186823637359794,1.684062035775898
0.717,0.554764607139066,2.173855580668981,1.6283449270980699
0.733,0.5639829243405557,2.1574217395719777,1.5658657726232967
0.75,0.5711912520442822,2.1418954936104013,1.508621299666957
0.767,0.6021506463456686,2.120486288461296,1.4453727175826974
0.783,0.6223704873041389,2.101555383948032,1.3878852322987485
0.8,0.6374132074192496,2.07787939213895,1.3214356013895885
0.817,0.6473578279850117,2.0508683921187196,1.2453293426016276
0.833,0.6725143850931765,2.018234866579838,1.1856230156312502
0.85,0.6900649709448152,1.9882853131781906,1.1213236019639128
0.867,0.7160061681525152,1.9438059166316655,1.053806884673198
0.883,0.7360323516054809,1.9022200550217268,0.9827491076903441
0.9,0.7799300770059855,1.819757196170482,0.9092484908246715
0.917,0.8121499463082823,1.7477626764469296,0.8324441211065777
0.933,0.8620328984191543,1.6636950051072426,0.7600072046605568
0.95,0.8960584604322434,1.5910431108892118,0.692826509877859
0.967,0.9613068618153935,1.5003359425267409,0.6185821635478574
0.983,1.0038944653208604,1.4266493604818615,0.5403075435865491
1.0,1.0332926573929864,1.355519884018092,0.4622015688939153
1.02,1.0564314500102236,1.2996520114599015,0.3863041783642983
1.03,1.1148411508624159,1.2018530008661799,0.31772465467471606
1.05,1.1588818448837337,1.1236456678213664,0.24984807809804452
1.066667,1.2277001892001327,0.9904983650250606,0.17862074521674498
1.17,1.2801746432903505,0.8984536079665006,0.13046134998776146
