t,x,y,z
0,0.262593033,0.812513198,0.90610076
0.01666667,0.262753233,0.866953232,0.92042437
0.03333333,0.248972033,1.07451073,0.93474799
0.05,0.245439833,1.099323678,0.9490716
0.06666667,0.285507833,1.293302367,1.06375505
0.08333333,0.285000167,1.32888195,1.1087586
0.1,0.3030074,1.441410517,1.1312604
0.1166667,0.3004976,1.479945617,1.1859076
0.1333333,0.307390333,1.5912008,1.2373402
0.15,0.303663067,1.623525033,1.2694856
0.1666667,0.318268767,1.7243262,1.2984165
0.1833333,0.321026633,1.767605533,1.3402055
0.2,0.373300367,1.846975867,1.3755654
0.2166667,0.372080867,1.876685117,1.4366417
0.2333333,0.428141233,1.938440183,1.462358
0.25,0.4275464,1.97462605,1.5137907
0.2666667,0.4649352,2.022418833,1.5266488
0.2833333,0.464563667,2.021173083,1.5266488
0.3,0.490545633,2.0582586,1.5202198
0.3166667,0.4940691,2.100613833,1.5941542
0.3333333,0.507400167,2.152075167,1.6037978
0.35,0.507061667,2.1687795,1.6198705
0.3666667,0.5428544,2.218436333,1.6423723
0.3833333,0.5494923,2.234612667,1.6713031
0.4,0.594319667,2.260797667,1.6423723
0.4166667,0.5956869,2.275034167,1.6616595
0.4333333,0.644058367,2.297588833,1.6359432
0.45,0.650027533,2.320896167,1.6520159
0.4666667,0.6837186,2.315109833,1.6262996
0.4833333,0.7015233,2.332235167,1.623085
0.5,0.704279133,2.337075333,1.623085
0.5166667,0.731456333,2.360775333,1.623085
0.5333333,0.732946433,2.3634505,1.581296
0.55,0.7709656,2.374238,1.539507
0.5666667,0.777297567,2.381403,1.5330779
0.5833333,0.836191467,2.395169167,1.5105761
0.6,0.837923133,2.405077,1.4687871
0.6166667,0.898970633,2.3952305,1.4302126
0.6333333,0.8980144,2.394004333,1.37878
0.65,0.938361467,2.378512833,1.3305619
0.6666667,0.945403233,2.3709205,1.3144892
0.6833333,0.985170767,2.355420667,1.2501984
0.7,0.989951767,2.351698833,1.2373402
0.7166667,1.031452567,2.312817667,1.1666203
0.7333333,1.0298383,2.292405167,1.1151877
0.75,1.081841,2.277027333,1.07018413
0.7666667,1.092251933,2.275500167,1.03160965
0.7833333,1.176022667,2.251065833,0.98339154
0.8,1.181842,2.210347667,0.8837408
0.8166667,1.287033,2.154126667,0.8355227
0.8333333,1.287524,2.1367305,0.7680173
0.85,1.378045,2.055028233,0.7101556
0.8666667,1.376252333,2.02103495,0.6683666
0.8833333,1.465305333,1.90972765,0.581574
0.8999993,1.465291,1.85977795,0.5108541
0.9166659,1.540871667,1.7548008,0.4594215
0.9333325,1.536772667,1.677536733,0.3822725
0.9499991,1.620871667,1.55994945,0.337269
0.9666657,1.614226333,1.54459875,0.3083381
0.9833323,1.721833667,1.42249585,0.2408328
0.9999989,1.748894,1.340424433,0.1797565
1.0166655,1.881849667,1.204696518,0.1186802
1.0333321,1.920281,1.133163983,0.0833203
1.0499987,2.044035667,1.000855925,0.0061713
1.0666653,1.995467667,0.877304635,-0.035618
