t,x,y,z
0.08333333,0.39379388,0.878943695,1.00292333
0.1,0.31353426,0.963849287,1.02869636
0.1166667,0.275264582,1.06369477,1.09169709
0.1333333,0.247240201,1.156385217,1.1819027
0.15,0.234888545,1.226442958,1.2477671
0.1666667,0.205294773,1.298938267,1.2964495
0.1833333,0.19521001,1.357207492,1.3465637
0.2,0.155542617,1.429958217,1.4095644
0.2166667,0.126894357,1.48249435,1.4424966
0.2333333,0.101095713,1.528811183,1.4754288
0.25,0.101197093,1.574911558,1.5212476
0.2666667,0.103351723,1.621804783,1.5642026
0.2833333,0.102346763,1.657898117,1.6314988
0.3,0.095433933,1.691169767,1.6773176
0.3166667,0.107469268,1.724481608,1.7159771
0.3333333,0.106997437,1.748895317,1.7632277
0.35,0.108419028,1.7830256,1.7801064
0.3666667,0.101167085,1.799335583,1.7837138
0.3833333,0.101897611,1.818182233,1.8098677
0.4,0.09967357,1.84495205,1.8242974
0.4166667,0.09895082,1.87107855,1.8576661
0.4333333,0.117045353,1.890192017,1.864881
0.45,0.122918909,1.911620908,1.8892311
0.4666667,0.116558162,1.92119785,1.9036608
0.4833333,0.118598098,1.930979225,1.9117775
0.5,0.1172859,1.941610017,1.9108757
0.5166667,0.125269387,1.953355642,1.902759
0.5333333,0.114585953,1.956818383,1.9036608
0.55,0.110633215,1.963277392,1.8829181
0.5666667,0.102008503,1.961211167,1.8720958
0.5833333,0.100461652,1.968676992,1.8558624
0.6,0.095667633,1.9644937,1.8188863
0.6166667,0.106161158,1.983409508,1.8152788
0.6333333,0.11946232,1.992690233,1.7972417
0.65,0.118401958,2.002790067,1.7647748
0.6666667,0.0953448,1.98852165,1.7503451
0.6833333,0.099984087,1.992516483,1.7169764
0.7,0.098820473,1.99859175,1.6664724
0.7166667,0.095026983,1.98288505,1.618674
0.7333333,0.07987826,1.9776025,1.5789923
0.75,0.072096737,1.981240875,1.574483
0.7666667,0.05964328,1.969589717,1.5329976
0.7833333,0.052322323,1.957338058,1.4879047
0.8,0.045587823,1.941928383,1.4455174
0.8166667,0.03842345,1.923498425,1.3769763
0.8333333,0.032578967,1.9130906,1.3291778
0.85,0.036413803,1.911388392,1.2732627
0.8666667,0.032581407,1.890900383,1.2263661
0.8833333,0.04211055,1.869855958,1.1730682
0.9,0.036765693,1.836836033,1.1037399
0.9166667,0.042828613,1.81148585,1.031002
0.9333333,0.042481167,1.7574707,0.97190247
0.95,0.029517922,1.732178092,0.95144494
0.9666667,0.015905277,1.693469683,0.934397
0.9833333,0.038419433,1.603238708,0.8071057
1,0.044926056,1.549429033,0.7570984
1.016667,0.053708258,1.47705985,0.7059546
1.033333,0.05850989,1.406798633,0.6275341
1.05,0.075689007,1.34402109,0.5752537
1.066667,0.119829837,1.25179585,0.497996
1.083333,0.138582678,1.17290659,0.4320979
1.1,0.187546697,1.062845633,0.3678071
1.116667,0.21857054,0.988387267,0.3228035
1.133333,0.273964987,0.850481265,0.2649418
