t,x,y,z
0.8166667,0.2806087,1.021900617,1.2985972
0.8333333,0.329268913,1.076501867,1.3508592
0.85,0.211918973,1.239923842,1.3945302
0.8666667,0.211324803,1.293883108,1.4339056
0.8833333,0.207661073,1.417080083,1.5174416
0.9,0.207081493,1.48477815,1.5538119
0.9166667,0.196528455,1.5323921,1.5970016
0.9333333,0.198854857,1.613981017,1.6629227
0.95,0.178210903,1.6493815,1.683381
0.9666667,0.176503738,1.6808786,1.7038392
0.9833333,0.174959343,1.732578633,1.7288438
1,0.170970452,1.784036083,1.7538484
1.016667,0.199908783,1.8228587,1.7947649
1.033333,0.201125953,1.850690467,1.8084038
1.05,0.217482297,1.8759923,1.7947649
1.066667,0.242032667,1.905900617,1.8629592
1.083333,0.226062554,1.9329748,1.8675054
1.1,0.217501553,1.94145025,1.876598
1.116667,0.23101879,1.972757033,1.9016026
1.133333,0.256118753,1.997491067,1.8970563
1.15,0.249163857,2.006972267,1.8993294
1.166667,0.244618389,2.012732917,1.8788712
1.183333,0.243493309,2.037149167,1.876598
1.2,0.259115453,2.055277,1.8902369
1.216667,0.263075841,2.053220833,1.8675054
1.233333,0.266633217,2.069565,1.8607204
1.25,0.26187036,2.079746833,1.8273086
1.266667,0.256301627,2.078332,1.7966702
1.283333,0.251098897,2.074272,1.7709539
1.3,0.272799567,2.110271833,1.8111356
1.316667,0.29305615,2.118811833,1.7822048
1.333333,0.31066085,2.115364833,1.7339867
1.35,0.270487253,2.111692833,1.6986267
1.366667,0.273393743,2.109134,1.6777322
1.383333,0.279032603,2.106276167,1.6182632
1.4,0.260585737,2.095016167,1.5507579
1.416667,0.265175227,2.087945,1.5153979
1.433333,0.26589558,2.087113,1.4655726
1.45,0.258124637,2.071226417,1.3900309
1.466667,0.278729023,2.0520669,1.336991
1.483333,0.24800649,2.07274925,1.3402055
1.5,0.25231987,2.060404433,1.301631
1.516667,0.24962111,2.032170133,1.2139832
1.533333,0.26151894,2.014665583,1.1446549
1.55,0.262779043,1.993963983,1.09805723
1.566667,0.24885257,1.97501775,1.05145952
1.583333,0.24828921,1.941720167,0.98895041
1.6,0.242981929,1.921323967,0.95940064
1.616667,0.238076513,1.882430483,0.8775705
1.633333,0.246904557,1.839165417,0.8161979
1.65,0.227218563,1.7887769,0.7423235
1.666667,0.218658003,1.744854417,0.6900432
1.683333,0.22234698,1.70940915,0.6309164
1.7,0.242244193,1.671443283,0.5831804
1.716667,0.247977397,1.599064133,0.5354444
1.733333,0.27147705,1.53547695,0.4718295
1.75,0.267049177,1.4707809,0.4108492
1.766667,0.28095505,1.381035717,0.3582002
1.783333,0.273684833,1.290590562,0.3035263
1.8,0.283143113,1.175256743,0.2448025
1.816667,0.288670993,1.071082867,0.1955435
1.833333,0.308044417,0.93118215,0.1395269
1.85,0.341085657,0.87467165,0.0836853
1.866667,0.371756837,0.701837902,0.043594
1.883333,0.38879635,0.642222855,0.0006389
