t,speed,omega,q_dynamic,f_parallel,thrust_mag,D_mag,D_mag_signed,L_mag,Cl,Cd,Cd_signed
0.0,6.46573071,85.0,0.3489116407452499,-0.010930693310757404,0.0,0.010930693310757404,0.010930693310757404,0.022007212257720486,0.06307388372229336,0.03132796970433614,0.03132796970433614
0.01666667,6.30049789,84.9974999995,0.33805090625463513,-0.01118039802708708,0.0,0.01118039802708708,0.01118039802708708,0.021534006580027007,0.06370048469506727,0.03307311952202105,0.03307311952202105
0.03333333,6.1317297,84.9950000005,0.3272479781554448,-0.011599507475216906,0.0,0.011599507475216906,0.011599507475216906,0.02139642050180142,0.0653828959384372,0.03544561998701507,0.03544561998701507
0.05,5.95821155,84.9925,0.31644680117143975,-0.012174775837374516,0.0,0.012174775837374516,0.012174775837374516,0.02149606949128684,0.06792948897480251,0.03847337306714834,0.03847337306714834
0.06666667,5.77889796,84.9899999995,0.30561064354774,-0.012881108206883348,0.0,0.012881108206883348,0.012881108206883348,0.02172926312933592,0.0711011333803286,0.04214875521791559,0.04214875521791559
0.08333333,5.59311887,84.9875000005,0.2947330190260098,-0.013667749552650928,0.0,0.013667749552650928,0.013667749552650928,0.022026314837394204,0.07473310900211833,0.04637332321237061,0.04637332321237061
0.1,5.40066781,84.985,0.28383953289242664,-0.014473457916742621,0.0,0.014473457916742621,0.014473457916742621,0.022339141071022937,0.0787034168333744,0.05099169157041972,0.05099169157041972
0.1166667,5.20167753,84.982499995,0.27297692846044214,-0.015254751790295656,0.0,0.015254751790295656,0.015254751790295656,0.022614688984541692,0.08284468988674569,0.05588293441621849,0.05588293441621849
0.1333333,4.99656169,84.980000005,0.26220664239910474,-0.015977291661944587,0.0,0.015977291661944587,0.015977291661944587,0.02280576059021922,0.08697628855453085,0.060933969924474876,0.060933969924474876
0.15,4.78598789,84.9775,0.2516003367549637,-0.016611609723773763,0.0,0.016611609723773763,0.016611609723773763,0.022876623737797197,0.09092445595602279,0.0660237976547384,0.0660237976547384
0.1666667,4.57080884,84.974999995,0.24123359287013588,-0.017138754924720122,0.0,0.017138754924720122,0.017138754924720122,0.022794568300736676,0.09449168347381766,0.07104630296638034,0.07104630296638034
0.1833333,4.35199776,84.972500005,0.23118057944116777,-0.017549861527832673,0.0,0.017549861527832673,0.017549861527832673,0.022531231822847896,0.09746161151301111,0.07591408227393455,0.07591408227393455
0.2,4.13064055,84.97,0.2215119789825506,-0.01783851848860348,0.0,0.01783851848860348,0.01783851848860348,0.022072659842838828,0.09964544556110702,0.08053071698668132,0.08053071698668132
0.2166667,3.90794214,84.967499995,0.21229363605265394,-0.017998591516180815,0.0,0.017998591516180815,0.017998591516180815,0.02142511893452668,0.10092209702043417,0.08478158766717213,0.08478158766717213
0.2333333,3.68523785,84.965000005,0.20358539867215583,-0.018023330801980025,0.0,0.018023330801980025,0.018023330801980025,0.020614461956812814,0.10125707487504718,0.0885295847321739,0.0885295847321739
0.25,3.46396252,84.9625,0.19543844026568116,-0.017911134980082528,0.0,0.017911134980082528,0.017911134980082528,0.01967529339574872,0.1006725870765337,0.09164591651332223,0.09164591651332223
