t,speed,omega,q_dynamic,f_parallel,thrust_mag,D_mag,D_mag_signed,L_mag,Cl,Cd,Cd_signed
0.0,6.17928977,85.0,0.33027618550706916,-0.011658910973009338,0.0,0.011658910973009338,0.011658910973009338,0.01966521573032337,0.059541730809720944,0.035300489361985175,0.035300489361985175
0.01666667,5.98825977,84.974999995,0.3182386104110983,-0.011157590465305582,0.0,0.011157590465305582,0.011157590465305582,0.01856172587700112,0.05832644207760717,0.0350604549551429,0.0350604549551429
0.03333337,5.79607334,84.949999945,0.30650758753880053,-0.011282239273197322,0.0,0.011282239273197322,0.011282239273197322,0.018058586879981558,0.05891725886784299,0.0368090048399507,0.0368090048399507
0.04999997,5.59876521,84.925000045,0.2948614531334724,-0.011923985032275415,0.0,0.011923985032275415,0.011923985032275415,0.018058830348176746,0.06124513786480666,0.04043928056909456,0.04043928056909456
0.06666667,5.39346427,84.899999995,0.2831720166037142,-0.012931185327580195,0.0,0.012931185327580195,0.012931185327580195,0.018452013519308925,0.06516185370509842,0.04566547741077387,0.04566547741077387
0.08333337,5.17847258,84.874999945,0.27139944189034604,-0.014142825283573341,0.0,0.014142825283573341,0.014142825283573341,0.01912645943997179,0.07047346636659439,0.05211073827221609,0.05211073827221609
0.09999997,4.95316908,84.850000045,0.2595763887323684,-0.015412322732979402,0.0,0.015412322732979402,0.015412322732979402,0.019964775860478977,0.07691291167881723,0.05937490234857225,0.05937490234857225
0.11666667,4.71786645,84.824999995,0.24778975517752191,-0.01661438970624299,0.0,0.01661438970624299,0.01661438970624299,0.020847189063812267,0.08413257056925898,0.06705034957696328,0.06705034957696328
0.13333337,4.47366258,84.799999945,0.23616270735324346,-0.017646337670668998,0.0,0.017646337670668998,0.017646337670668998,0.021656122245425274,0.09170000838884712,0.07472110168636514,0.07472110168636514
0.14999997,4.22220641,84.775000045,0.2248339750712472,-0.018439739096263515,0.0,0.018439739096263515,0.018439739096263515,0.02227875298628742,0.09908979716801053,0.08201491385107693,0.08201491385107693
0.16666667,3.96540106,84.749999995,0.21393748924971237,-0.018968489655879387,0.0,0.018968489655879387,0.018968489655879387,0.022620270343374483,0.10573308316697885,0.08866370135689011,0.08866370135689011
0.18333337,3.70520508,84.724999945,0.203590309457223,-0.01923509492683373,0.0,0.01923509492683373,0.01923509492683373,0.0226192571800179,0.11110183603689891,0.09447942280806482,0.09447942280806482
0.19999997,3.44352521,84.700000045,0.1938872150321472,-0.019257630651746876,0.0,0.019257630651746876,0.019257630651746876,0.02225271889112291,0.11477146075584885,0.09932388088896883,0.09932388088896883
0.21666667,3.18216438,84.674999995,0.18489921124776484,-0.019061594073936212,0.0,0.019061594073936212,0.019061594073936212,0.021533582771094597,0.11646119324024377,0.10309180847934331,0.10309180847934331
0.23333337,2.92276653,84.649999945,0.17667315252436241,-0.018679944066996808,0.0,0.018679944066996808,0.018679944066996808,0.020499144843233504,0.11602863564913614,0.10573165079182549,0.10573165079182549
0.24999997,2.66674915,84.625000045,0.16923220734165548,-0.01815500935440133,0.0,0.01815500935440133,0.01815500935440133,0.019197087115994278,0.11343636898405586,0.10727868908398139,0.10727868908398139
0.26666667,2.41526736,84.599999995,0.1625783594866781,-0.017535206389548714,0.0,0.017535206389548714,0.017535206389548714,0.017677782476074114,0.10873392087292318,0.10785695245612055,0.10785695245612055
0.28333337,2.16919167,84.574999945,0.1566958252825958,-0.01687513582259427,0.0,0.01687513582259427,0.01687513582259427,0.01598123985987342,0.10198893193900845,0.10769358910590321,0.10769358910590321
0.29999997,1.92911686,84.550000045,0.15155534346325722,-0.016234330669869342,0.0,0.016234330669869342,0.016234330669869342,0.014132490985093941,0.09324970444555916,0.10711816752145834,0.10711816752145834
0.31666667,1.69552948,84.524999995,0.1471209275298843,-0.01566076036883764,0.0,0.01566076036883764,0.01566076036883764,0.012146824851864468,0.08256354181424744,0.10644821665943148,0.10644821665943148
0.33333337,1.46916523,84.499999945,0.14335691743163373,-0.01517381760166673,0.0,0.01517381760166673,0.01517381760166673,0.010023401362560608,0.0699192026596186,0.10584642773797821,0.10584642773797821
0.34999997,1.25153782,84.475000045,0.14023232164417898,-0.014756297999776034,0.0,0.014756297999776034,0.014756297999776034,0.007736294590001731,0.055167699566663085,0.10522750979776399,0.10522750979776399
0.36666667,1.04573475,84.449999995,0.13772161809541286,-0.014345656771463938,0.0,0.014345656771463938,0.014345656771463938,0.005228098679821825,0.037961350963795853,0.1041641607893783,0.1041641607893783
0.38333337,0.85784329,84.424999945,0.13580322850620963,-0.013796429089248366,0.0,0.013796429089248366,0.013796429089248366,0.0024550657671504376,0.018078110470239515,0.10159131885894393,0.10159131885894393
