t,x,y,z
0.00000000,0.38282907,0.98651417,1.18037140
0.01666670,0.26637834,1.24090016,1.21647907
0.03333340,0.26176419,1.27632112,1.25640982
0.05000010,0.25884789,1.29747315,1.29871771
0.06666680,0.25769783,1.31812634,1.33703248
0.08333350,0.26066737,1.36438972,1.38658678
0.10000020,0.26477268,1.41260695,1.43526709
0.11666690,0.26426838,1.46872485,1.47389767
0.13333360,0.26443836,1.51808367,1.52452757
0.15000030,0.26774576,1.59005095,1.57263773
0.16666700,0.27135610,1.64615017,1.61901197
0.18333370,0.27340255,1.69158308,1.67035967
0.20000040,0.27613231,1.72977435,1.72326055
0.21666710,0.28544949,1.77409484,1.76898297
0.23333380,0.29872822,1.81316528,1.81358976
0.25000050,0.31091048,1.85026440,1.85528735
0.26666720,0.31936637,1.87810216,1.89277132
0.28333390,0.32769027,1.91570265,1.93234673
0.30000060,0.33470356,1.94787666,1.95893544
0.31666730,0.33979117,1.97537216,1.98743723
0.33333400,0.34241214,1.99685396,2.00582153
0.35000070,0.36157219,2.02388812,2.02706817
0.36666740,0.36426172,2.04378333,2.05112672
0.38333410,0.37808786,2.06629434,2.06992493
0.40000080,0.38445190,2.08498286,2.09291810
0.41666750,0.40194995,2.10489943,2.10656071
0.43333420,0.41354792,2.12070297,2.11120432
0.45000090,0.42141726,2.13464726,2.11439703
0.46666760,0.42901027,2.14679178,2.11216619
0.48333430,0.43449544,2.15657158,2.10307710
0.50000100,0.43697298,2.16380387,2.08754383
0.51666770,0.44067062,2.17229807,2.07169013
0.53333440,0.44442195,2.17905390,2.05343141
0.55000110,0.45623231,2.18783452,2.02906930
0.56666780,0.46287234,2.19130340,1.99954486
0.58333450,0.47767034,2.19597896,1.95973469
0.60000120,0.48614567,2.19775650,1.92841806
0.61666790,0.50328534,2.20113393,1.90112774
0.63333460,0.51591136,2.19960338,1.86662520
0.65000130,0.52574342,2.19859662,1.82905479
0.66666800,0.53323917,2.19530827,1.78563602
0.68333470,0.53933298,2.18959282,1.73579420
0.70000140,0.54398969,2.18070276,1.68491012
0.71666810,0.55325902,2.16744731,1.62748615
0.73333480,0.56091115,2.15702119,1.57545298
0.75000150,0.58869338,2.13919875,1.51722716
0.76666820,0.60753522,2.12471501,1.46319126
0.78333490,0.62208146,2.10400952,1.40136775
0.80000160,0.63237167,2.08059894,1.33098811
0.81666830,0.65556168,2.05326807,1.27247677
0.83333500,0.67254048,2.02547262,1.21178356
0.85000170,0.69667302,1.98508723,1.14806792
0.86666840,0.71582062,1.94775230,1.07999445
0.88333510,0.75562468,1.87510197,1.00948217
0.90000180,0.78570196,1.81229402,0.93576205
0.91666850,0.83119664,1.73607043,0.86550109
0.93333520,0.86320610,1.67075292,0.79922321
0.95000190,0.92196203,1.58919368,0.72685080
0.96666860,0.96314063,1.52018566,0.65056736
0.98333530,0.99303146,1.45330294,0.57417705
1.00000200,1.01711347,1.39744185,0.49954355
1.01666870,1.07179939,1.30758872,0.43075550
1.03333540,1.11244879,1.23222837,0.36260331
