t,speed,omega,q_dynamic,f_parallel,thrust_mag,D_mag,D_mag_signed,L_mag,Cl,Cd,Cd_signed
0.0,5.65752956,85.0,0.2985007615160987,-0.005429255737940469,0.0,0.005429255737940469,0.005429255737940469,0.016392164444076335,0.05491498366978965,0.01818841503239401,0.01818841503239401
0.01666666,5.49365463,84.97500001,0.2890200840494198,-0.006145326996261378,0.0,0.006145326996261378,0.006145326996261378,0.016137406434134745,0.055834896343658236,0.02126262960746556,0.02126262960746556
0.03333333,5.32438384,84.950000005,0.2795199898739699,-0.0068414745129169825,0.0,0.0068414745129169825,0.0068414745129169825,0.01599412770315181,0.057219978114492816,0.024475796940324982,0.024475796940324982
0.05,5.14992414,84.925,0.2700396411289481,-0.007512688413271944,0.0,0.007512688413271944,0.007512688413271944,0.01592885436347131,0.05898709647545797,0.027820687295627526,0.027820687295627526
0.06666666,4.97055985,84.90000001,0.26062152482086315,-0.008148023750555488,0.0,0.008148023750555488,0.008148023750555488,0.015920538556826437,0.06108681379164417,0.03126381735413447,0.03126381735413447
0.08333333,4.78662459,84.875000005,0.25130922911994485,-0.008740534859192298,0.0,0.008740534859192298,0.008740534859192298,0.015946808653698127,0.06345492646466651,0.034779999484303124,0.034779999484303124
0.10000003,4.59851338,84.849999955,0.24214739930312756,-0.009282131901014037,0.0,0.009282131901014037,0.009282131901014037,0.015983539623598643,0.06600748002909565,0.03833256903740014,0.03833256903740014
0.11666663,4.40663812,84.825000055,0.23317896214275224,-0.009771296865842211,0.0,0.009771296865842211,0.009771296865842211,0.0159994010975033,0.06861425640838242,0.04190471033943542,0.04190471033943542
0.13333333,4.21127982,84.800000005,0.22443838877714203,-0.010227211624756852,0.0,0.010227211624756852,0.010227211624756852,0.015947219467431568,0.07105388500746408,0.04556801392346497,0.04556801392346497
0.15000003,4.01263684,84.774999955,0.21595487497296784,-0.010664061733754473,0.0,0.010664061733754473,0.010664061733754473,0.01578942548061192,0.07311446654116219,0.0493809724605168,0.0493809724605168
0.16666663,3.81092677,84.750000055,0.2077570956418984,-0.011083808718367135,0.0,0.011083808718367135,0.011083808718367135,0.01550459288880456,0.07462846378796675,0.05334984436570966,0.05334984436570966
0.18333333,3.60639123,84.725000005,0.19987311412810135,-0.011488936650020525,0.0,0.011488936650020525,0.011488936650020525,0.015079612802836907,0.07544592912667675,0.05748115097990174,0.05748115097990174
0.20000003,3.39936608,84.699999955,0.19233251858122852,-0.011873639002125505,0.0,0.011873639002125505,0.011873639002125505,0.014520059821944029,0.07549456498076126,0.06173495303713223,0.06173495303713223
0.21666663,3.19033003,84.675000055,0.18516693438691392,-0.012226648925701541,0.0,0.012226648925701541,0.012226648925701541,0.013842754544326718,0.07475824228639932,0.06603041178050427,0.06603041178050427
0.23333333,2.97984341,84.650000005,0.1784065163797585,-0.012546268339188777,0.0,0.012546268339188777,0.012546268339188777,0.013058609576682638,0.07319581056605526,0.0703240475391752,0.0703240475391752
0.25000003,2.76850426,84.624999955,0.17207772549983016,-0.012839041126938745,0.0,0.012839041126938745,0.012839041126938745,0.01217276822178715,0.07073994142140823,0.07461187140663024,0.07461187140663024
0.26666663,2.55696084,84.600000055,0.1662031784457408,-0.013113567274009868,0.0,0.013113567274009868,0.013113567274009868,0.011189458270293105,0.06732397283212035,0.07890082125168842,0.07890082125168842
0.28333333,2.34593942,84.575000005,0.16080173746899964,-0.013380341476562857,0.0,0.013380341476562857,0.013380341476562857,0.010110553102351642,0.06287589463578289,0.08321017973541736,0.08321017973541736
0.30000003,2.13634803,84.549999955,0.15588995961174762,-0.013644503908679169,0.0,0.013644503908679169,0.013644503908679169,0.008941579743889873,0.0573582786611746,0.08752650871590155,0.08752650871590155
0.31666663,1.92940673,84.525000055,0.15148280784512597,-0.013906646479138071,0.0,0.013906646479138071,0.013906646479138071,0.0076999365292555536,0.05083043177498972,0.09180346388453563,0.09180346388453563
0.33333333,1.72696232,84.500000005,0.14759615262308148,-0.014145024711912726,0.0,0.014145024711912726,0.014145024711912726,0.006466744534898477,0.043813774410588466,0.09583599884229427,0.09583599884229427
0.35000003,1.53208691,84.474999955,0.1442502750778687,-0.014287226236709433,0.0,0.014287226236709433,0.014287226236709433,0.005515741962655093,0.038237306373784065,0.09904470704819766,0.09904470704819766
0.36666663,1.35001168,84.450000055,0.14147217083048205,-0.014176763380163066,0.0,0.014176763380163066,0.014176763380163066,0.005464859048903142,0.03862850917479288,0.10020884882829899,0.10020884882829899
0.38333333,1.18931975,84.425000005,0.13929455550340986,-0.01354605466590373,0.0,0.01354605466590373,0.01354605466590373,0.006821901848770764,0.048974648177141186,0.0972475529782794,0.0972475529782794
0.40000003,1.06275926,84.399999955,0.13774993130336946,-0.012049137164769349,0.0,0.012049137164769349,0.012049137164769349,0.00924017266900006,0.06707932687567184,0.08747109382024511,0.08747109382024511
0.41666663,0.98602563,84.375000055,0.13686293129197927,-0.00944071237269153,0.0,0.00944071237269153,0.00944071237269153,0.011887345895619142,0.08685584755056162,0.0689793232073263,0.0689793232073263
0.43333333,0.97196195,84.350000005,0.13664312767653825,-0.0059501091407657,0.0,0.0059501091407657,0.0059501091407657,0.013877739776490348,0.10156193006165483,0.04354488397580304,0.04354488397580304
0.45000003,1.02228772,84.324999955,0.13708138582445306,-0.002371056214896275,0.0,0.002371056214896275,0.002371056214896275,0.01473247913471677,0.10747249924642022,0.017296704440474934,0.017296704440474934
0.46666663,1.12602085,84.300000055,0.13814987155335018,0.000515804462487347,0.000515804462487347,0.0,-0.000515804462487347,0.01464868370743661,0.10603472549577897,,-0.0037336586468569794
0.48333333,1.26678907,84.275000005,0.1398048112906581,0.0024311419222791623,0.0024311419222791623,0.0,-0.0024311419222791623,0.014138079900052669,0.10112727716258066,,-0.017389544035253196
0.50000003,1.43005478,84.249999955,0.14199213007126232,0.0034910157035339985,0.0034910157035339985,0.0,-0.0034910157035339985,0.013612502873492967,0.09586800949222461,,-0.024585980235538017
0.51666663,1.60551228,84.225000055,0.14465441195778417,0.003936364010790419,0.003936364010790419,0.0,-0.003936364010790419,0.01329070654360784,0.09187902645849882,,-0.02721219461967883
0.53333333,1.78659308,84.200000005,0.14773671391397306,0.0039891200482437515,0.0039891200482437515,0.0,-0.0039891200482437515,0.013257462953400724,0.08973709108705728,,-0.027001548515331215
0.55000003,1.96938742,84.174999955,0.15119116053366113,0.0038215592211586938,0.0038215592211586938,0.0,-0.0038215592211586938,0.01352776046773592,0.08947454613078458,,-0.025276340281202243
0.56666663,2.15184254,84.150000055,0.15498194671717547,0.0035712639037859322,0.0035712639037859322,0.0,-0.0035712639037859322,0.014082664705385948,0.09086648479829214,,-0.02304309617624745
0.58333333,2.3332135,84.125000005,0.15908927296404735,0.0033475942269532884,0.0033475942269532884,0.0,-0.0033475942269532884,0.014885125144043802,0.09356460600211365,,-0.021042237258258215
0.60000003,2.51361562,84.099999955,0.16351005231068758,0.003226739468436158,0.003226739468436158,0.0,-0.003226739468436158,0.015889715818009867,0.09717883147525151,,-0.019734196294580033
0.61666663,2.69348408,84.075000055,0.1682509501945493,0.003228901128084302,0.003228901128084302,0.0,-0.003228901128084302,0.017054487666558996,0.10136339584911001,,-0.01919098301882224
0.63333333,2.87313762,84.050000005,0.1733184254064657,0.003326043173004988,0.003326043173004988,0.0,-0.003326043173004988,0.018350328112710878,0.10587638371209386,,-0.019190361124068397
0.65000003,3.05274812,84.024999955,0.1787166855642034,0.003491291716896946,0.003491291716896946,0.0,-0.003491291716896946,0.019755013509462384,0.11053815958535924,,-0.0195353428017929
0.66666663,3.23245527,84.000000055,0.18445013875941704,0.0037154791195249323,0.0037154791195249323,0.0,-0.0037154791195249323,0.021244595461347517,0.11517798579190758,,-0.020143542013655653
