t,speed,omega,q_dynamic,f_parallel,thrust_mag,D_mag,D_mag_signed,L_mag,Cl,Cd,Cd_signed
0.0,5.46667725,85.0,0.28757751200090964,-0.007304158164660203,0.0,0.007304158164660203,0.007304158164660203,0.013522609327215579,0.04702248528797622,0.025398919803705303,0.025398919803705303
0.01666666,5.27933101,84.97500001,0.27714076638087265,-0.00794225067177541,0.0,0.00794225067177541,0.00794225067177541,0.013511533471629197,0.04875332361988344,0.028657821710936705,0.028657821710936705
0.03333333,5.08708977,84.950000005,0.2668088508984934,-0.008583180303229482,0.0,0.008583180303229482,0.008583180303229482,0.013494507957596337,0.05057743741316244,0.03216977350760724,0.03216977350760724
0.05,4.88990056,84.925,0.25660814960526135,-0.009231933836581519,0.0,0.009231933836581519,0.009231933836581519,0.013454632755356816,0.052432601131546255,0.035976775682233564,0.035976775682233564
0.06666666,4.68771622,84.90000001,0.24656650713479725,-0.009888714604660922,0.0,0.009888714604660922,0.009888714604660922,0.013374833417854136,0.05424432366453628,0.0401056685255909,0.0401056685255909
0.08333333,4.48054002,84.875000005,0.23671525091234774,-0.010548364593161684,0.0,0.010548364593161684,0.010548364593161684,0.01324037008599759,0.055933743326492764,0.04456140680630498,0.04456140680630498
0.10000003,4.26842998,84.849999955,0.22708885477602436,-0.011205656576330608,0.0,0.011205656576330608,0.011205656576330608,0.013039493021796907,0.05742022449607947,0.04934481081153297,0.04934481081153297
0.11666663,4.05146384,84.825000055,0.2177228662340019,-0.011860571905762538,0.0,0.011860571905762538,0.011860571905762538,0.012760831835857711,0.0586104347080511,0.05447554549927318,0.05447554549927318
0.13333333,3.82974107,84.800000005,0.20865372912810087,-0.012513541059627863,0.0,0.012513541059627863,0.012513541059627863,0.01239608425527963,0.059409838046408356,0.05997276498204975,0.05997276498204975
0.15000003,3.60342078,84.774999955,0.1999199006146825,-0.01316082992681215,0.0,0.01316082992681215,0.01316082992681215,0.011942877979141779,0.05973831490722875,0.06583051455281483,0.06583051455281483
0.16666663,3.37276041,84.750000055,0.19156243606756138,-0.013794607288537063,0.0,0.013794607288537063,0.013794607288537063,0.011404016324234574,0.05953158958686732,0.07201102456053492,0.07201102456053492
