t,x,y,z,vx,vy,vz,speed
0.61666790,0.09418434,1.99049019,1.66619810,-0.33375856,-0.17289360,-2.01512128,2.04987823
0.63333460,0.08835915,1.98475223,1.62670720,-0.38825461,-0.28183726,-2.13967206,2.19279968
0.65000130,0.07951264,1.97941710,1.59086764,-0.41508783,-0.38475438,-2.27233185,2.34175701
0.66666800,0.07078626,1.97447154,1.56061136,-0.42011372,-0.47524891,-2.40684138,2.48902441
0.68333470,0.06169799,1.96563635,1.52307411,-0.41068697,-0.56192167,-2.53417598,2.62801591
0.70000140,0.05392100,1.95433325,1.48024110,-0.37784581,-0.65025743,-2.66066431,2.76491171
0.71666810,0.04721756,1.94105078,1.43325482,-0.31936558,-0.74620690,-2.80377210,2.91889656
0.73333480,0.04159327,1.92686722,1.37982939,-0.24968206,-0.86848318,-2.96775094,3.10228139
0.75000150,0.03780801,1.91392059,1.32753793,-0.17960302,-1.01333600,-3.12909262,3.29398357
0.76666820,0.03688082,1.90095582,1.27414887,-0.11910702,-1.18491579,-3.23928575,3.45125834
0.78333490,0.03641934,1.88235587,1.22094038,-0.07985890,-1.37833006,-3.28574127,3.56402398
0.80000160,0.03809765,1.85908042,1.16477150,-0.05416322,-1.60706999,-3.29257693,3.66424214
0.81666830,0.03797843,1.83003083,1.10422252,-0.01877079,-1.89419578,-3.32568089,3.82733372
0.83333500,0.03866312,1.79721063,1.04370002,0.02480017,-2.21565023,-3.37208464,4.03493194
0.85000170,0.03745109,1.75690410,0.98932853,0.08001409,-2.55336557,-3.41922798,4.26816096
0.86666840,0.03389907,1.71598684,0.94348718,0.15551486,-2.88370240,-3.47602033,4.51914170
0.88333510,0.03270244,1.66666789,0.89349671,0.26302365,-3.19965494,-3.52772822,4.76988884
0.90000180,0.04005834,1.60366560,0.82289964,0.41912790,-3.50551270,-3.58515348,5.03166105
0.91666850,0.04837445,1.54062163,0.76006253,0.60067064,-3.78947106,-3.64696475,5.29350999
0.93333520,0.05854208,1.47294613,0.69858772,0.80157709,-4.03573433,-3.69482549,5.53004637
0.95000190,0.07124006,1.40301442,0.63332657,0.97652683,-4.19917573,-3.67990769,5.66819213
0.96666860,0.09040198,1.33102033,0.57087661,1.06495994,-4.20753210,-3.54480562,5.60384805
0.98333530,0.11700290,1.25238519,0.50617014,1.16078638,-4.20197180,-3.36838140,5.50908207
1.00000200,0.14225448,1.17393544,0.44550043,1.25661281,-4.19641149,-3.19195718,5.42010478
1.01666870,0.16938810,1.09592217,0.39149822,1.35243925,-4.19085119,-3.01553295,5.33720569
1.03333540,0.18747006,1.03440040,0.34932249,1.44826568,-4.18529089,-2.83910873,5.26067217
1.05000210,0.19001344,0.99586499,0.32039856,1.54409212,-4.17973058,-2.66268450,5.19078578
