t,speed,omega,q_dynamic,f_parallel,thrust_mag,D_mag,D_mag_signed,L_mag,Cl,Cd,Cd_signed
0.0,4.84171175,85.0,0.2544314283876031,-0.005426826236436916,0.0,0.005426826236436916,0.005426826236436916,0.01852711981503499,0.07281773298387734,0.021329229139765083,0.021329229139765083
0.0166666,4.70560256,84.9750001,0.24766691149506262,-0.005974590245308487,0.0,0.005974590245308487,0.005974590245308487,0.018247144332911,0.0736761492391557,0.024123489929447413,0.024123489929447413
0.0333333,4.56589484,84.95000005,0.24092391028707863,-0.006444234751990769,0.0,0.006444234751990769,0.006444234751990769,0.018139806719342077,0.07529267932654404,0.026748008299848643,0.026748008299848643
0.05,4.42304194,84.925,0.23423857720167965,-0.006855065360767295,0.0,0.006855065360767295,0.006855065360767295,0.018144247450162878,0.07746054329275004,0.029265313351289172,0.029265313351289172
0.0666666,4.2773129,84.9000001,0.2276366235754891,-0.007229552425305924,0.0,0.007229552425305924,0.007229552425305924,0.018209722820737996,0.07999469740289514,0.03175917965989533,0.03175917965989533
0.0833333,4.12882717,84.87500005,0.22113606206306738,-0.007586741945996279,0.0,0.007586741945996279,0.007586741945996279,0.01829431309036835,0.08272876400028714,0.034308026810356065,0.034308026810356065
0.1,3.97756677,84.85,0.21474879321846335,-0.007945531315602486,0.0,0.007945531315602486,0.007945531315602486,0.018353022967464983,0.08546275251379179,0.03699918959507036,0.03699918959507036
0.1166666,3.82339089,84.8250001,0.2084822336343223,-0.008324617624654536,0.0,0.008324617624654536,0.008324617624654536,0.0183394114171476,0.0879663033988542,0.039929626038331445,0.039929626038331445
0.1333333,3.66601775,84.80000005,0.20233962824442253,-0.008747283464178333,0.0,0.008747283464178333,0.008747283464178333,0.018201065675503805,0.08995304495428476,0.04323069850465365,0.04323069850465365
0.15,3.50506142,84.775,0.1963225900220181,-0.009234504113921507,0.0,0.009234504113921507,0.009234504113921507,0.01788602866143532,0.09110530102230903,0.04703739958242112,0.04703739958242112
0.1666666,3.34017179,84.7500001,0.19043688927258015,-0.009791055067475305,0.0,0.009791055067475305,0.009791055067475305,0.017363129460935385,0.09117524197784403,0.051413647349915305,0.051413647349915305
0.1833333,3.17113728,84.72500005,0.18469564181525447,-0.01040997346057694,0.0,0.01040997346057694,0.01040997346057694,0.01662358756785578,0.09000530496807205,0.0563628538186609,0.0563628538186609
0.2,2.99793033,84.7,0.17911962630588196,-0.011079942324654484,0.0,0.011079942324654484,0.011079942324654484,0.015676336696933656,0.08751881086533327,0.06185777936881861,0.06185777936881861
0.2166666,2.82078286,84.6750001,0.17373788422804312,-0.011781355857126813,0.0,0.011781355857126813,0.011781355857126813,0.014549985749193216,0.08374676492603848,0.06781109318485172,0.06781109318485172
0.2333333,2.64023018,84.65000005,0.16858650535219344,-0.012491039677963705,0.0,0.012491039677963705,0.012491039677963705,0.013279096764979232,0.07876725801533119,0.07409276117248365,0.07409276117248365
0.25,2.45713318,84.625,0.16370623247985183,-0.013186338884736004,0.0,0.013186338884736004,0.013186338884736004,0.011892350608617902,0.07264445848194298,0.0805487896519695,0.0805487896519695
0.2666666,2.27277143,84.6000001,0.159141363744602,-0.013837146043023692,0.0,0.013837146043023692,0.013837146043023692,0.010422886513484962,0.06549451549386073,0.08694877131523288,0.08694877131523288
0.2833333,2.08891909,84.57500005,0.1549372155455941,-0.014409775744595728,0.0,0.014409775744595728,0.014409775744595728,0.00890799806289891,0.057494243920225306,0.09300396740610907,0.09300396740610907
0.3,1.90785942,84.55,0.15113569503455368,-0.014877074939335674,0.0,0.014877074939335674,0.014877074939335674,0.0073792502809096275,0.048825330635641914,0.09843521701431535,0.09843521701431535
0.3166666,1.73241924,84.5250001,0.14777154503632803,-0.015218112241757198,0.0,0.015218112241757198,0.015218112241757198,0.005872881673889114,0.0397429807778306,0.10298405040033919,0.10298405040033919
0.3333333,1.56605063,84.50000005,0.14486989814860776,-0.015413759879648499,0.0,0.015413759879648499,0.015413759879648499,0.004475274514458597,0.030891679856555523,0.10639725765415421,0.10639725765415421
0.35,1.41306093,84.475,0.1424467000585367,-0.01542631762016099,0.0,0.01542631762016099,0.01542631762016099,0.0035148221892992537,0.02467464804628595,0.10829536671486062,0.10829536671486062
0.3666666,1.2789888,84.4500001,0.14051150076129,-0.015171329764137176,0.0,0.015171329764137176,0.015171329764137176,0.003755776889723624,0.026729320157957606,0.10797215659884817,0.10797215659884817
0.3833333,1.17076349,84.42500005,0.13906923387688683,-0.014518826212325819,0.0,0.014518826212325819,0.014518826212325819,0.005359543367373852,0.038538670401524394,0.1043999870250154,0.1043999870250154
0.4,1.09613236,84.4,0.13812062306503858,-0.013336924015900468,0.0,0.013336924015900468,0.013336924015900468,0.007637363753252693,0.05529488344152916,0.09655997576567797,0.09655997576567797
0.4166666,1.06191049,84.3750001,0.1376625022265409,-0.01158375467162555,0.0,0.01158375467162555,0.01158375467162555,0.010018209704719068,0.07277370048259656,0.08414604183616416,0.08414604183616416
0.4333333,1.07136138,84.35000005,0.13768810393896114,-0.009403031573791205,0.0,0.009403031573791205,0.009403031573791205,0.01209986712720471,0.0878788129188614,0.0682922584071583,0.0682922584071583
0.45,1.12247559,84.325,0.13818693979725044,-0.007099982605989982,0.0,0.007099982605989982,0.007099982605989982,0.013671347995884549,0.09893371990105083,0.05137954872151567,0.05137954872151567
0.4666666,1.20885308,84.3000001,0.13914492917391708,-0.004975647233429137,0.0,0.004975647233429137,0.004975647233429137,0.014752588541452036,0.10602318481195096,0.03575873920069399,0.03575873920069399
0.4833333,1.32236472,84.27500005,0.14054514557148917,-0.003195912982771408,0.0,0.003195912982771408,0.003195912982771408,0.015502061985591504,0.11029951922249981,0.02273940497749733,0.02273940497749733
0.5,1.45539723,84.25,0.14236835536953668,-0.0017951596069198399,0.0,0.0017951596069198399,0.0017951596069198399,0.01609289675044317,0.11303703487106975,0.012609259988009665,0.012609259988009665
0.5166666,1.60185275,84.2250001,0.14459402292540488,-0.0007304186808407586,0.0,0.0007304186808407586,0.0007304186808407586,0.016656862098652303,0.11519744565960012,0.005051513652245341,0.005051513652245341
0.5333333,1.75720261,84.20000005,0.14720084264573496,6.41248655210739e-05,6.41248655210739e-05,0.0,-6.41248655210739e-05,0.017276558139825895,0.11736725027726239,,-0.00043562838614587154
0.55,1.9181928,84.175,0.15016718635071516,0.0006525950506116355,0.0006525950506116355,0.0,-0.0006525950506116355,0.017997421922756874,0.11984923178039662,,-0.004345789958982791
0.5666666,2.08260856,84.1500001,0.15347359799770852,0.001102071037997981,0.001102071037997981,0.0,-0.001102071037997981,0.018838324397549597,0.12274635274942124,,-0.007180850989200344
0.5833333,2.24910555,84.12500005,0.15710634142465124,0.001481838687901243,0.001481838687901243,0.0,-0.001481838687901243,0.019796382609693915,0.12600626066509435,,-0.009432074316439595
0.6,2.41701158,84.1,0.16105939373105935,0.001851144082835778,0.001851144082835778,0.0,-0.001851144082835778,0.02085305926021983,0.12947434345270628,,-0.01149354930471712
