t,speed,omega,q_dynamic,f_parallel,thrust_mag,D_mag,D_mag_signed,L_mag,Cl,Cd,Cd_signed
0.0,6.53556153,85.0,0.35358273941638,-0.011219812559183077,0.0,0.011219812559183077,0.011219812559183077,0.025411997054367187,0.0718700157601357,0.03173178808926698,0.03173178808926698
0.01666667,6.37385561,84.974999995,0.34276369487003694,-0.011172256249348433,0.0,0.011172256249348433,0.011172256249348433,0.025018831687350196,0.07299148673501256,0.03259463127675914,0.03259463127675914
0.03333333,6.20989721,84.950000005,0.33206978550158445,-0.01133676418990634,0.0,0.01133676418990634,0.01133676418990634,0.024970555036067942,0.0751967090241301,0.03413970401667949,0.03413970401667949
0.05,6.042157,84.925,0.3214173156253291,-0.011690353368257302,0.0,0.011690353368257302,0.011690353368257302,0.02519948076836703,0.07840113006774549,0.03637126190763336,0.03637126190763336
0.06666667,5.86930077,84.899999995,0.3107452791195526,-0.012202310558583151,0.0,0.012202310558583151,0.012202310558583151,0.025623469576528737,0.08245811376162744,0.03926788716841157,0.03926788716841157
0.08333333,5.69027623,84.875000005,0.3000193551086726,-0.012832377535638815,0.0,0.012832377535638815,0.012832377535638815,0.026151692932397826,0.08716668603905636,0.04277183227392342,0.04277183227392342
0.1,5.50438654,84.85,0.28923416097501714,-0.013532684217619629,0.0,0.013532684217619629,0.013532684217619629,0.026696939077137914,0.09230216440250945,0.04678798718657761,0.04678798718657761
0.1166667,5.31133172,84.82499995,0.2784126962513103,-0.014251807661654447,0.0,0.014251807661654447,0.014251807661654447,0.027185802177225746,0.09764569842995369,0.05118950340105897,0.05118950340105897
0.1333333,5.11118761,84.80000005,0.2676016515839236,-0.014942701186951918,0.0,0.014942701186951918,0.014942701186951918,0.027560321633317553,0.10299010290179114,0.05583934590278744,0.05583934590278744
0.15,4.90435918,84.775,0.25686526315863667,-0.015565757777118551,0.0,0.015565757777118551,0.015565757777118551,0.027777184076573404,0.10813912218024814,0.06059892095065163,0.06059892095065163
0.1666667,4.69150497,84.74999995,0.24627799862381214,-0.016092423818306504,0.0,0.016092423818306504,0.016092423818306504,0.027804242475570635,0.1128977928639148,0.0653425149961835,0.0653425149961835
0.1833333,4.47344167,84.72500005,0.235917042911999,-0.016507811511998302,0.0,0.016507811511998302,0.016507811511998302,0.02761522531578338,0.11705481289066648,0.06997295027199875,0.06997295027199875
0.2,4.25108204,84.7,0.22585738381812034,-0.016806305987445425,0.0,0.016806305987445425,0.016806305987445425,0.027189706003619068,0.12038440162538383,0.07441114256853032,0.07441114256853032
0.2166667,4.02539212,84.67499995,0.21616852267757045,-0.01698877911530715,0.0,0.01698877911530715,0.01698877911530715,0.026517998611276326,0.12267280306499417,0.07859043909296189,0.07859043909296189
0.2333333,3.79735102,84.65000005,0.2069119157887827,-0.01706186935565305,0.0,0.01706186935565305,0.01706186935565305,0.025605872727720674,0.1237525283650621,0.08245957846656805,0.08245957846656805
0.25,3.56794497,84.625,0.19814031724078898,-0.017033259441981436,0.0,0.017033259441981436,0.017033259441981436,0.0244737398926563,0.12351721362651659,0.0859656413150982,0.0859656413150982
0.2666667,3.33817882,84.59999995,0.18989790502075987,-0.016909370427893422,0.0,0.016909370427893422,0.016909370427893422,0.02315330862998832,0.12192503454662741,0.08904453383013819,0.08904453383013819
0.2833333,3.10905467,84.57500005,0.18221928793459594,-0.01670014544047151,0.0,0.01670014544047151,0.01670014544047151,0.021678098975764656,0.11896709300908688,0.09164861541147994,0.09164861541147994
0.3,2.88153086,84.55,0.17512833510474585,-0.016422380226356215,0.0,0.016422380226356215,0.016422380226356215,0.02007813109471308,0.11464810124931621,0.09377340460944736,0.09377340460944736
0.3166667,2.65648561,84.52499995,0.16863780914081802,-0.016099995918823037,0.0,0.016099995918823037,0.016099995918823037,0.018381626021018376,0.10900062159648388,0.09547085556228391,0.09547085556228391
0.3333333,2.43472709,84.50000005,0.1627507355908133,-0.015759163017535,0.0,0.015759163017535,0.015759163017535,0.016616871741749296,0.10210013295133309,0.09683005708285444,0.09683005708285444
0.35,2.21711167,84.475,0.15746414711530218,-0.015415833003208609,0.0,0.015415833003208609,0.015415833003208609,0.014815714455211813,0.09408944656057544,0.09790059061457626,0.09790059061457626
0.3666667,2.00470162,84.44999995,0.15277211881959332,-0.01507322176906912,0.0,0.01507322176906912,0.01507322176906912,0.013014612158674048,0.08518970777673666,0.09866474252981265,0.09866474252981265
0.3833333,1.7989349,84.42500005,0.14866712654710554,-0.014724349291956483,0.0,0.014724349291956483,0.014724349291956483,0.011254955555121335,0.07570574488473196,0.09904240186744336,0.09904240186744336
0.4,1.60189315,84.4,0.1451412611813671,-0.01434507146590796,0.0,0.01434507146590796,0.01434507146590796,0.009596725339846363,0.06611989768956457,0.09883524057285474,0.09883524057285474
0.4166667,1.41667802,84.37499995,0.14218661717051717,-0.013887558476407406,0.0,0.013887558476407406,0.013887558476407406,0.008153192659825096,0.05734149121817412,0.09767134736564387,0.09767134736564387
