track,i,ax,ay,az,speed,t,vx,vy,vz,x,y,z
track3,55,8.53452868,-19.09710267,-2.94854086,5.02323833,0.89999997,0.54592765,-3.40832972,-3.64940746,0.04483744,1.60890867,0.82153062
track3,56,9.11187471,-19.5292997,-2.75723538,5.29943515,0.91666667,0.69779254,-3.7338187,-3.69536147,0.05520179,1.54939065,0.76032409
track3,57,9.60757763,-19.86223729,-2.58425892,5.58882481,0.93333367,0.85791915,-4.06485665,-3.73843254,0.06816608,1.48440156,0.69837568
track3,58,10.01209804,-20.11291649,-2.43193006,5.88994089,0.94999967,1.02478778,-4.40007259,-3.77896479,0.08385534,1.41386034,0.63573058
track3,59,10.32054745,-20.29620884,-2.30355108,6.20132562,0.96666667,1.19679725,-4.73834342,-3.81735739,0.10236859,1.33770672,0.57242777
track5,1,1.98461884,-6.91113926,-6.49631694,5.65752956,0,-0.04742926,3.95288505,4.04723251,0.27425802,1.15566962,1.16740218
track5,2,2.00630267,-7.05720225,-6.83638963,5.49365463,0.01666666,-0.01399081,3.83526478,3.93329245,0.27374618,1.220571,1.23390669
track5,3,2.04366827,-7.22995161,-7.13721758,5.32438384,0.03333333,0.02007039,3.71476535,3.81433859,0.27379685,1.28348804,1.29847041
track5,4,2.08653256,-7.41901993,-7.40741794,5.14992414,0.05,0.05484601,3.59111477,3.69088138,0.27442115,1.3443705,1.36101403
track5,5,2.12616109,-7.61597427,-7.64936723,4.97055985,0.06666666,0.0902821,3.46418161,3.56339167,0.27563055,1.40316475,1.42146643
track5,6,2.15532489,-7.81278476,-7.86706016,4.78662459,0.08333333,0.12620425,3.33396827,3.43227374,0.27743461,1.45981611,1.47976376
track5,7,2.16844776,-7.99994898,-8.06461673,4.59851338,0.10000003,0.16234512,3.20063552,3.29786319,0.27983919,1.51427125,1.53584834
track5,8,2.1611779,-8.16705867,-8.25048338,4.40663812,0.11666663,0.19836482,3.0645176,3.16035486,0.28284512,1.56648097,1.58966694
track5,9,2.12977378,-8.30423697,-8.44464784,4.21127982,0.13333333,0.23386112,2.92611338,3.01961044,0.28644701,1.61640299,1.64116675
track5,10,2.07151734,-8.40282279,-8.661646,4.01263684,0.15000003,0.26838648,2.78606605,2.87524939,0.29063241,1.66400458,1.69029068
track5,11,1.98538959,-8.45550286,-8.90620676,3.81092677,0.16666663,0.30147637,2.64514072,2.72681231,0.29538128,1.70926473,1.73697462
track5,12,1.87185969,-8.45788689,-9.18021315,3.60639123,0.18333333,0.3326741,2.50417566,2.57380845,0.30066588,1.75217578,1.78114655
track5,13,1.73262564,-8.4097267,-9.47648826,3.39936608,0.20000003,0.36155125,2.36401327,2.41586667,0.3064511,1.79274411,1.82272726
track5,14,1.57093658,-8.31335437,-9.78263158,3.19033003,0.21666663,0.38773358,2.22545708,2.25282248,0.31269515,1.83098977,1.86163308
track5,15,1.39195203,-8.17237536,-10.09223636,2.97984341,0.23333333,0.41093282,2.08925055,2.08461821,0.31935072,1.86694574,1.89777849
track5,16,1.20201447,-7.99158664,-10.40446526,2.76850426,0.25000003,0.43096644,1.95605718,1.9112101,0.32636656,1.9006567,1.93107713
track5,17,1.00721096,-7.77717558,-10.72022711,2.55696084,0.26666663,0.44775332,1.82643732,1.7325393,0.33368924,1.93217755,1.96144176
track5,18,0.81265167,-7.53631935,-11.04319889,2.34593942,0.28333333,0.46129754,1.70083175,1.54848561,0.34126468,1.96157152,1.98878369
track5,19,0.62275706,-7.27635612,-11.37757947,2.13634803,0.30000003,0.47167685,1.57955891,1.35885891,0.34903948,1.98890816,2.01301161
track5,20,0.44161483,-7.00487247,-11.73218375,1.92940673,0.31666663,0.47903711,1.4628108,1.16332212,0.35696211,2.0142613,2.03402983
track5,21,0.2731593,-6.73026871,-12.11458718,1.72696232,0.33333333,0.48358977,1.35063943,0.96141193,0.36498402,2.03770676,2.05173598
track5,22,0.12167515,-6.46121242,-12.52357035,1.53208691,0.35000003,0.4856177,1.24295234,0.75268534,0.37306076,2.05932007,2.06602016
track5,23,-0.00739945,-6.20588965,-12.94386204,1.35001168,0.36666663,0.48549437,1.13952064,0.53695388,0.38115338,2.07917405,2.07676717
track5,24,-0.10912715,-5.97203175,-13.34176357,1.18931975,0.38333333,0.48367558,1.03998658,0.31459071,0.38922981,2.09733665,2.08386339
track5,25,-0.17926964,-5.76692229,-13.67786526,1.06275926,0.40000003,0.48068775,0.94387101,0.08662583,0.39726619,2.11386883,2.08720687
track5,26,-0.21372093,-5.59718585,-13.91380167,0.98602563,0.41666663,0.47712573,0.8505844,-0.14527133,0.40524798,2.12882265,2.08671815
track5,27,-0.20902162,-5.46885764,-14.02276851,0.97196195,0.43333333,0.47364203,0.75943659,-0.37898461,0.41317107,2.14223952,2.08234935
track5,28,-0.1630216,-5.38738038,-13.99712124,1.02228772,0.45000003,0.470925,0.66964673,-0.61227043,0.42104247,2.15414857,2.07408887
track5,29,-0.07591319,-5.35759169,-13.83960492,1.12602085,0.46666663,0.46965977,0.58035336,-0.84293097,0.42888069,2.16456526,2.06196217
track5,30,0.05065177,-5.38343455,-13.56137772,1.26678907,0.48333333,0.47050397,0.49062927,-1.06895438,0.43671541,2.17349013,2.04602976
track5,31,0.21400972,-5.46781121,-13.18393016,1.43005478,0.50000003,0.47407081,0.3994989,-1.28868699,0.44458688,2.18090788,2.02638271
track5,32,0.41085502,-5.61237701,-12.73426195,1.60551228,0.51666663,0.4809184,0.3059591,-1.50092512,0.45254514,2.18678671,2.00313589
track5,33,0.63809423,-5.81723952,-12.23711551,1.78659308,0.53333333,0.49155333,0.20900491,-1.70487745,0.46064909,2.19107809,1.97642082
track5,34,0.89342739,-6.08095027,-11.71383062,1.96938742,0.55000003,0.50644382,0.10765554,-1.90010835,0.46896575,2.19371693,1.94637921
track5,35,1.17556948,-6.40062128,-11.18676219,2.15184254,0.56666663,0.52603668,0.0009783,-2.08655476,0.47756977,2.19462221,1.91315695
track5,36,1.48345595,-6.77218557,-10.67758823,2.3332135,0.58333333,0.55076099,-0.11189168,-2.26451492,0.4865431,2.19369793,1.87689796
track5,37,1.81590247,-7.1904225,-10.20132796,2.51361562,0.60000003,0.5810261,-0.2317323,-2.43453739,0.49597468,2.19083439,1.83773912
track5,38,2.17116364,-7.64891833,-9.75306794,2.69348408,0.61666663,0.61721223,-0.35921452,-2.59708885,0.50596002,2.18590983,1.79580881
track5,39,2.5465746,-8.14024636,-9.30946521,2.87313762,0.63333333,0.65965522,-0.49488557,-2.75224691,0.5166006,2.17879231,1.75123093
track5,40,2.93808828,-8.65624617,-8.85071222,3.05274812,0.65000003,0.70862346,-0.63915662,-2.89975908,0.52800295,2.16934194,1.70413078
track5,41,3.33951078,-9.18819514,-8.36815907,3.23245527,0.66666663,0.76428208,-0.79229352,-3.03922868,0.54027718,2.15741317,1.65463912
track5,42,3.74327826,-9.72691573,-7.86328395,3.41247401,0.68333333,0.82667018,-0.9544091,-3.17028367,0.55353515,2.14285728,1.60289308
track5,43,4.14127177,-10.26314258,-7.3465921,3.59318514,0.70000003,0.89569151,-1.12546182,-3.29272712,0.56788819,2.12552499,1.54903455
track5,44,4.52570722,-10.78770509,-6.83055734,3.77511453,0.71666663,0.97112012,-1.30525727,-3.40656997,0.58344498,2.10526896,1.49320696
track5,45,4.8901265,-11.29165012,-6.32614198,3.95886316,0.73333333,1.05262239,-1.49345181,-3.51200588,0.60030954,2.08194634,1.43555205
track5,46,5.2297276,-11.76619277,-5.83796671,4.14497201,0.75000003,1.13978469,-1.68955542,-3.60930552,0.61857963,2.05542122,1.37620767
track5,47,5.54169942,-12.20319279,-5.36669976,4.3338404,0.76666663,1.23214653,-1.89294237,-3.69875069,0.63834577,2.02556701,1.31530708
track5,48,5.82331599,-12.59547431,-4.91277516,4.52570388,0.78333333,1.32920199,-2.10286736,-3.78063044,0.65969038,1.99226853,1.25297878
track5,49,6.07048128,-12.93724938,-4.47940904,4.72065763,0.80000003,1.43037688,-2.31848862,-3.85528741,0.68268692,1.95542383,1.189346
track5,50,6.27947888,-13.22472579,-4.07385121,4.91871251,0.81666663,1.53503507,-2.53890115,-3.92318506,0.70739873,1.9149455,1.12452527
track5,51,6.44869456,-13.45626278,-3.6913506,5.11965518,0.83333333,1.64251353,-2.76317265,-3.9847077,0.73387836,1.87076146,1.05862603
track5,52,6.57833168,-13.63270387,-3.32030934,5.32300801,0.85000003,1.75215261,-2.99038483,-4.0400463,0.7621673,1.82281505,0.99175294
track5,53,6.67021279,-13.75794355,-2.9579347,5.52820813,0.86666663,1.86332305,-3.21968435,-4.08934531,0.79229632,1.77106437,0.92400788
track5,54,6.72829316,-13.83877069,-2.61027628,5.73477821,0.88333333,1.97546149,-3.45033099,-4.13285,0.82428626,1.7154808,0.85548945
track5,55,6.75910896,-13.8849083,-2.28813991,5.94244042,0.90000003,2.08811353,-3.68174659,-4.17098574,0.85814945,1.6560467,0.78629068
track5,56,6.77034318,-13.90689306,-2.00169521,6.15113294,0.91666663,2.20095281,-3.91352861,-4.20434739,0.89389174,1.59275261,0.7164961
track5,57,6.76961501,-13.91397431,-1.75466825,6.36093208,0.93333333,2.31377995,-4.14542864,-4.23359192,0.93151459,1.5255945,0.64617979
track5,58,6.76374862,-13.91361167,-1.54480118,6.57197586,0.95000003,2.42650932,-4.37732263,-4.25933866,0.97101708,1.45457143,0.57540523
track5,59,6.75851392,-13.91118257,-1.37437558,6.78449826,0.96666663,2.53915145,-4.60917614,-4.28224497,1.01239767,1.37968379,0.50422523
track5,60,6.7568077,-13.90956308,-1.25100656,6.99884223,0.98333333,2.65176513,-4.84100265,-4.30309512,1.05565539,1.30093215,0.43268058
track5,61,6.75705892,-13.90892864,-1.17742749,7.21534483,1.00000033,2.76438301,-5.0728186,-4.32271895,1.10079005,1.2183168,0.36079865
track5,62,6.75691582,-13.90837567,-1.14590202,7.43421469,1.01666633,2.8769985,-5.30462532,-4.34181735,1.14780166,1.13183793,0.28859404
track6,1,2.73547706,-7.86521022,-8.27363994,5.230438,0,-0.35843114,4.01560897,3.33225049,0.22321763,1.19641455,1.3411412
track6,2,2.68925105,-7.85456984,-8.59731443,5.0357403,0.0333333,-0.31360939,3.88469685,3.18895905,0.21761718,1.26225175,1.3954857
track6,3,2.70536767,-7.99222324,-8.95696263,4.83584505,0.05,-0.26851903,3.75149047,3.03967336,0.21276601,1.32588791,1.44739201
track6,4,2.76350347,-8.24309164,-9.32988681,4.62921988,0.0666666,-0.22245972,3.61410286,2.88417213,0.20867444,1.38726908,1.49675838
track6,5,2.84438259,-8.56829643,-9.68971212,4.41514268,0.0833333,-0.17505239,3.47129506,2.7226737,0.20536177,1.44631525,1.54348302
track6,6,2.92908936,-8.92880558,-10.01189613,4.19367866,0.1,-0.12623326,3.32247866,2.55580543,0.20285101,1.50293116,1.58747123
track6,7,2.99860445,-9.29036187,-10.27979249,3.96553166,0.1166666,-0.07625552,3.1676362,2.38447213,0.20116357,1.55701653,1.62864103
track6,8,3.03458391,-9.62345841,-10.48181129,3.7319238,0.1333333,-0.02567811,3.00724202,2.20977178,0.2003141,1.60847488,1.66692717
track6,9,3.01995031,-9.9046326,-10.61751771,3.49439621,0.15,0.0246554,2.84216151,2.03280961,0.20030558,1.65722089,1.70228272
track6,10,2.94120824,-10.11726653,-10.69939488,3.25458675,0.1666666,0.07367652,2.67353703,1.8544828,0.20112503,1.70318596,1.73467747
track6,11,2.79159816,-10.24925771,-10.7445116,3.01413309,0.1833333,0.12020408,2.50271265,1.67540402,0.20274073,1.74632224,1.76409378
track6,12,2.5716924,-10.29221377,-10.76884762,2.77465865,0.2000003,0.16306648,2.33117232,1.49591964,0.20510137,1.78660542,1.79052201
track6,13,2.29056449,-10.24243553,-10.78428876,2.5377978,0.2166663,0.20124332,2.16046165,1.3161779,0.20813734,1.82403645,1.81395662
track6,14,1.96271166,-10.10139677,-10.80119254,2.30522261,0.2333333,0.23395584,1.99210167,1.13615442,0.21176408,1.85864183,1.83439313
track6,15,1.60442187,-9.87497079,-10.82958294,2.07871536,0.2500003,0.26069673,1.82751553,0.95565776,0.21588626,1.89047261,1.85182525
track6,16,1.23217281,-9.57210836,-10.86798026,1.8604094,0.2666663,0.28123336,1.6679772,0.77452114,0.22040244,1.9196023,1.86624369
track6,17,0.85776659,-9.2040527,-10.90764977,1.65305503,0.2833333,0.29552975,1.51457325,0.59272334,0.22520889,1.94612409,1.87763763
track6,18,0.4883382,-8.78406118,-10.94301286,1.46030058,0.3000003,0.30366889,1.36816931,0.41033614,0.23020232,1.97014742,1.88599662
track6,19,0.13132305,-8.32599954,-10.96854743,1.28714406,0.3166663,0.30585765,1.22939987,0.22752336,0.2352818,1.99179427,1.89131223
track6,20,-0.20483234,-7.84358918,-10.98244019,1.14040696,0.3333333,0.30244371,1.09867077,0.04447903,0.24035108,2.01119524,1.89357896
track6,21,-0.51485875,-7.35113237,-10.98831385,1.0288102,0.3500003,0.29386256,0.97614945,-0.1386632,0.2453204,2.02848576,1.89279407
track6,22,-0.79783755,-6.86303449,-10.99271777,0.96174768,0.3666663,0.280565,0.86176325,-0.32187882,0.25010739,2.043802,1.88895615
track6,23,-1.05404026,-6.39230388,-11.0001205,0.94592495,0.3833333,0.26299731,0.75522272,-0.50521783,0.25463717,2.05727715,1.88206354
track6,24,-1.28266486,-5.9503819,-11.0082991,0.98136469,0.4000003,0.24161913,0.65604771,-0.68869315,0.25884239,2.06903798,1.87211408
track6,25,-1.48259595,-5.54810478,-11.01396514,1.06090127,0.4166663,0.21690871,0.56357745,-0.87226291,0.26266353,2.07920172,1.85910585
track6,26,-1.65399642,-5.19506264,-11.01473778,1.17395944,0.4333333,0.18934155,0.47699134,-1.05584554,0.26604902,2.0878733,1.84303796
track6,27,-1.79823285,-4.89906548,-11.00747387,1.31056235,0.4500003,0.1593704,0.39533861,-1.23930711,0.26895501,2.09514286,1.82391131
track6,28,-1.91664116,-4.66668101,-10.9854364,1.46297873,0.4666663,0.12742574,0.31755904,-1.42240138,0.27134503,2.1010838,1.80172996
track6,29,-2.00808742,-4.5027329,-10.93094756,1.6255279,0.4833333,0.09395695,0.24251199,-1.60458748,0.27318992,2.10575115,1.77650455
track6,30,-2.06661025,-4.40899403,-10.81155757,1.7937572,0.5000003,0.05951276,0.16902729,-1.78478371,0.27446886,2.10918071,1.74825922
track6,31,-2.08322019,-4.38567833,-10.5957982,1.96388496,0.5166663,0.02479173,0.09593119,-1.96138388,0.27517141,2.11138874,1.71704053
track6,32,-2.05159788,-4.43398945,-10.26966174,2.13268284,0.5333333,-0.00940225,0.02202988,-2.13254833,0.27529966,2.11237177,1.68292375
track6,33,-1.97335887,-4.55608265,-9.83209816,2.29744183,0.5500003,-0.04229223,-0.05390634,-2.29641991,0.27486886,2.11210613,1.64601494
track6,34,-1.85462003,-4.75434382,-9.29037036,2.45596717,0.5666663,-0.07320318,-0.13314699,-2.45126252,0.27390638,2.11054732,1.60645013
track6,35,-1.70057568,-5.03090349,-8.66381503,2.60669567,0.5833333,-0.10154667,-0.21699706,-2.59566232,0.2724501,2.10762939,1.56439158
track6,36,-1.51695583,-5.38738562,-7.98285225,2.74883195,0.6000003,-0.12682978,-0.30678862,-2.72871252,0.27054693,2.10326443,1.5200209
track6,37,-1.30850182,-5.82423335,-7.27743855,2.88231315,0.6166663,-0.14863858,-0.40386112,-2.85000559,0.26825131,2.09734223,1.47353066
track6,38,-1.07742586,-6.3399363,-6.57288209,3.00771416,0.6333333,-0.16659603,-0.50952883,-2.95955581,0.26562431,2.08973049,1.42511668
track6,39,-0.82480628,-6.93119733,-5.89128768,3.12618338,0.6500003,-0.18034308,-0.6250511,-3.05774591,0.26273309,2.08027547,1.37497149
track6,40,-0.55027529,-7.5927098,-5.24380066,3.23925136,0.6666663,-0.18951452,-0.75159879,-3.14514433,0.25965088,2.06880316,1.32327971
track6,41,-0.25471179,-8.31590017,-4.62296268,3.34851325,0.6833333,-0.1937598,-0.8901999,-3.22219525,0.25645686,2.05512123,1.27021748
track6,42,0.0603668,-9.09049806,-4.01595463,3.45552991,0.7000003,-0.19275367,-1.04171123,-3.28912917,0.25323585,2.03902165,1.21595536
track6,43,0.39575871,-9.90687856,-3.4222652,3.56201235,0.7166663,-0.18615755,-1.20682918,-3.34616806,0.2500782,2.02028344,1.16066011
track6,44,0.75339963,-10.75530708,-2.84887923,3.66990999,0.7333333,-0.17360064,-1.38608788,-3.39365033,0.24708015,1.99867536,1.10449384
track6,45,1.13407691,-11.62517697,-2.29820432,3.78128983,0.7500003,-0.15469898,-1.57984471,-3.4319545,0.24434427,1.97395876,1.04761266
track6,46,1.53459559,-12.50515919,-1.76693405,3.89819101,0.7666663,-0.12912188,-1.78826819,-3.46140399,0.24197905,1.94589059,0.99016685
track6,47,1.94879564,-13.38366928,-1.25110263,4.0225503,0.7833333,-0.0966413,-2.01133381,-3.48225612,0.24009765,1.91422661,0.93230186
track6,48,2.36892958,-14.24890515,-0.74741402,4.15613771,0.8000003,-0.05715835,-2.24882031,-3.49471327,0.23881596,1.87872462,0.87415929
track6,49,2.78590082,-15.08926942,-0.25916214,4.30057101,0.8166663,-0.01072574,-2.50031317,-3.49903272,0.23825025,1.83914771,0.81587691
track6,50,3.19029803,-15.89392027,0.20259082,4.45733546,0.8333333,0.04244695,-2.76521713,-3.49565614,0.2385146,1.79526742,0.75758667
track6,51,3.57154851,-16.65227626,0.62583243,4.6276978,0.8500003,0.10197395,-3.04276062,-3.48522539,0.23971813,1.74686663,0.69941149
track6,52,3.91946718,-17.35330327,1.0023547,4.81256264,0.8666663,0.16729971,-3.33198813,-3.46851915,0.24196212,1.69374266,0.64146246
track6,53,4.22861673,-17.98537256,1.33022116,5.01233138,0.8833333,0.23777807,-3.63175033,-3.44634835,0.24533784,1.63571035,0.58383741
track6,54,4.49952824,-18.53781028,1.61256579,5.22684295,0.9000003,0.3127717,-3.94072002,-3.41947172,0.24992584,1.57260517,0.5266211
track6,55,4.73606498,-19.00353729,1.85537501,5.4554185,0.9166663,0.3917077,-4.25745197,-3.38854818,0.25579662,1.5042857,0.46988647
track6,56,4.94283004,-19.37982389,2.06255601,5.69699926,0.9333333,0.47408985,-4.5804555,-3.35417156,0.26301174,1.430635,0.41369601
track6,57,5.12241157,-19.66797224,2.23527471,5.95029128,0.9500003,0.55946508,-4.90826159,-3.31691624,0.27162487,1.35156078,0.3581025
track6,58,5.27450445,-19.87427352,2.37492718,6.2138903,0.9666663,0.64737525,-5.23950611,-3.27733333,0.28168208,1.26699435,0.30314932
track6,59,5.39684207,-20.00988795,2.4836094,6.48640109,0.9833333,0.73732441,-5.57301091,-3.23593901,0.29322147,1.17688824,0.24887097
track6,60,5.48696224,-20.08968733,2.56329654,6.7665458,1.0000003,0.82877561,-5.90784573,-3.19321655,0.30627257,1.08121252,0.1952936
track6,61,5.54505507,-20.1300796,2.61690364,7.0532298,1.0166663,0.92119505,-6.24335377,-3.14960061,0.32085595,0.9799505,0.14243573
track6,62,5.57537225,-20.14665015,2.64831801,7.34556901,1.0333333,1.01411978,-6.57913798,-3.1054611,0.33698389,0.87309427,0.09030918
track7,1,2.30896354,-9.77265514,-1.97703462,6.53556153,0,-0.20764146,5.79666072,3.01150692,0.30114427,0.66840414,0.81977077
track7,2,2.34538674,-9.72269241,-2.20948526,6.37385561,0.01666667,-0.1685516,5.63461553,2.97468209,0.29800932,0.76366496,0.86965577
track7,5,2.38897481,-9.83309252,-2.34887587,6.20989721,0.03333333,-0.12873527,5.47073032,2.93553408,0.29553193,0.8562097,0.91890767
track7,6,2.43400325,-10.08485049,-2.42401392,6.042157,0.05,-0.08816847,5.30264914,2.89513377,0.29372439,0.94598804,0.96749667
track7,7,2.47500749,-10.45125861,-2.46738648,5.86930077,0.06666667,-0.04691826,5.12846115,2.85401058,0.29259867,1.03291413,1.0154063
track7,8,2.50769977,-10.89812379,-2.51218201,5.69027623,0.08333333,-0.00512318,4.94682539,2.8121408,0.29216499,1.11687502,1.06262433
track7,9,2.52931706,-11.38716217,-2.58715404,5.50438654,0.1,0.03703218,4.75703898,2.76902148,0.2924309,1.19774072,1.1091341
track7,10,2.53688412,-11.88023989,-2.71249887,5.31133172,0.1166667,0.07931367,4.55903458,2.72381307,0.29340045,1.27537482,1.15490782
track7,11,2.52714773,-12.34312671,-2.90059873,5.11118761,0.1333333,0.12143288,4.35331539,2.67546966,0.29507334,1.34964455,1.19990193
track7,12,2.49754976,-12.74670994,-3.15710542,4.90435918,0.15,0.1630588,4.1408698,2.62285113,0.29744411,1.42042957,1.24405469
track7,13,2.44626644,-13.06786043,-3.48327589,4.69150497,0.1666667,0.20382999,3.92307169,2.56479642,0.30050152,1.48762922,1.28728517
track7,14,2.37203402,-13.28932047,-3.87888875,4.47344167,0.1833333,0.24336397,3.70158258,2.50014815,0.30422814,1.55116813,1.32949313
track7,15,2.2739842,-13.39820731,-4.34145109,4.25108204,0.2,0.28126378,3.47827867,2.42779048,0.30860005,1.61100043,1.37055937
track7,16,2.15285699,-13.38657991,-4.86442692,4.02539212,0.2166667,0.3171448,3.25516856,2.34671654,0.3135868,1.6671126,1.41034701
track7,17,2.01131925,-13.25313783,-5.4363159,3.79735102,0.2333333,0.35066685,3.03428249,2.25611109,0.31915191,1.7195248,1.44870398
track7,18,1.85294468,-13.00214652,-6.04060263,3.56794497,0.25,0.38154933,2.81757961,2.15543418,0.32525372,1.76829041,1.48546693
track7,19,1.68179391,-12.64236984,-6.6572786,3.33817882,0.2666667,0.40957928,2.60687303,2.04447932,0.33184647,1.81349427,1.52046628
track7,20,1.50241143,-12.18632257,-7.26845222,3.10905467,0.2833333,0.43461952,2.40376725,1.9233382,0.33888148,1.85524969,1.55353149
track7,21,1.31958343,-11.6497246,-7.86173372,2.88153086,0.3,0.45661262,2.20960478,1.79230905,0.34630842,1.89369454,1.58449528
track7,22,1.13721365,-11.05187638,-8.42983671,2.65648561,0.3166667,0.47556622,2.02540647,1.65181149,0.3540766,1.92898637,1.61319634
track7,23,0.95799038,-10.41436366,-8.96868744,2.43472709,0.3333333,0.49153276,1.8518334,1.50233306,0.36213577,1.96129676,1.63948093
track7,24,0.78420124,-9.75769311,-9.4729355,2.21711167,0.35,0.50460281,1.68920486,1.34445049,0.37043692,1.99080547,1.66320418
track7,25,0.61806864,-9.10039804,-9.93568348,2.00470162,0.3666667,0.51490397,1.53753125,1.17885543,0.37893282,2.017695,1.68423177
track7,26,0.46227524,-8.45876572,-10.35177987,1.7989349,0.3833333,0.52260857,1.39655154,1.00632542,0.38757878,2.04214573,1.70244164
track7,27,0.32021781,-7.8454485,-10.71699915,1.60189315,0.4,0.52794555,1.2657938,0.82770841,0.39633342,2.06433199,1.71772529
track7,28,0.1957949,-7.2704302,-11.02697833,1.41667802,0.4166667,0.5312088,1.14461972,0.64392507,0.40515972,2.08441881,1.72998893
track7,29,0.09311341,-6.74291974,-11.27728679,1.24790095,0.4333333,0.5327607,1.0322375,0.45596992,0.41402615,2.10255932,1.73915474
track7,30,0.0160191,-6.27362116,-11.46555092,1.10220817,0.45,0.53302768,0.92767694,0.26487702,0.42290774,2.11889198,1.74516181
track7,31,-0.0328314,-5.87549681,-11.59383593,0.98851236,0.4666667,0.53248049,0.8297518,0.07164604,0.43178699,2.13353725,1.74796617
track7,32,-0.05213417,-5.56137312,-11.66699386,0.91703449,0.4833333,0.53161159,0.73706206,-0.12280425,0.44065444,2.14659405,1.74753985
track7,33,-0.0415755,-5.34209591,-11.69023525,0.89594081,0.5,0.53091866,0.64802695,-0.3176419,0.44950888,2.15813648,1.74386946
track7,34,-0.00156236,-5.22531501,-11.66497119,0.92666203,0.5166667,0.53089262,0.5609382,-0.51205847,0.45835732,2.16821121,1.73695528
track7,35,0.06713568,-5.21384859,-11.58599309,1.00249667,0.5333333,0.53201155,0.47404054,-0.70515874,0.46721488,2.17683605,1.72681178
track7,36,0.16364813,-5.30677159,-11.44751927,1.11236554,0.55,0.53473903,0.38559417,-0.89595111,0.47610448,2.18399969,1.71346917
track7,37,0.28757091,-5.50144562,-11.24966324,1.24552347,0.5666667,0.53953188,0.29390323,-1.08344587,0.48505676,2.18966218,1.69697416
track7,38,0.43903505,-5.79355617,-10.99624779,1.39375773,0.5833333,0.54684915,0.19734377,-1.26671704,0.49410995,2.19375591,1.67738943
track7,39,0.61818729,-6.17669104,-10.69051599,1.5514653,0.6,0.55715229,0.09439871,-1.44489266,0.50330998,2.19618711,1.65479264
track7,40,0.82479372,-6.64311609,-10.33681505,1.71506304,0.6166667,0.57089888,-0.01632011,-1.61717325,0.51271043,2.19683776,1.62927537
track7,41,1.05790681,-7.18499878,-9.94276249,1.88243647,0.6333333,0.5885307,-0.13607033,-1.78288629,0.52237236,2.19556784,1.60094149
track7,42,1.31572534,-7.7947494,-9.51819815,2.05253997,0.65,0.6104595,-0.26598308,-1.94152325,0.53236396,2.19221739,1.56990468
track7,43,1.59548267,-8.46519106,-9.07566775,2.22514887,0.6666667,0.63705093,-0.40706988,-2.09278468,0.5427599,2.1866086,1.53628538
track7,44,1.89360763,-9.18777224,-8.62456499,2.40060842,0.6833333,0.66861112,-0.56019972,-2.23652772,0.55364044,2.17854801,1.5002077
track7,45,2.20602407,-9.95086019,-8.16641925,2.57955433,0.7,0.70537826,-0.72604773,-2.37263498,0.56509038,2.16782926,1.46179794
track7,46,2.52841375,-10.73927988,-7.69748236,2.76269944,0.7166667,0.74751857,-0.90503608,-2.50092661,0.57719787,2.15423686,1.42118484
track7,47,2.8566937,-11.53463744,-7.21283739,2.95070085,0.7333333,0.79513023,-1.09728042,-2.6211408,0.59005331,2.13755086,1.37850086
track7,48,3.18731537,-12.31740838,-6.71150102,3.14412287,0.75,0.84825226,-1.30257097,-2.73299938,0.60374819,2.11755206,1.33388294
track7,49,3.5177975,-13.06824276,-6.19627429,3.34341282,0.7666667,0.90688233,-1.52037545,-2.83627082,0.61837434,2.09402746,1.28747226
track7,50,3.84662147,-13.76801429,-5.67118416,3.54884648,0.7833333,0.97099282,-1.74984282,-2.93079075,0.63402333,2.06677558,1.23941332
track7,51,4.17289999,-14.399481,-5.14150066,3.76049669,0.8,1.04054129,-1.98983465,-3.01648259,0.65078615,2.03561154,1.18985261
track7,52,4.49623651,-14.95018894,-4.61455601,3.97825466,0.8166667,1.11547872,-2.23900496,-3.09339202,0.66875302,2.00037114,1.13893688
track7,53,4.81564289,-15.41338777,-4.10063301,4.20188781,0.8333333,1.19573959,-2.49589527,-3.16173604,0.68801321,1.96091356,1.08681071
track7,54,5.12912127,-15.78738149,-3.61246228,4.43109974,0.85,1.28122512,-2.75901882,-3.22194386,0.70865462,1.91712252,1.03361327
track7,55,5.43400536,-16.07516704,-3.16330526,4.66557688,0.8666667,1.37179206,-3.02693881,-3.27466572,0.73076314,1.86890611,0.97947475
track7,56,5.72742512,-16.28311606,-2.7636583,4.90499666,0.8833333,1.46724933,-3.29832462,-3.32072678,0.75442187,1.81619548,0.92451304
track7,57,6.00453826,-16.42019395,-2.41895637,5.14900628,0.9,1.56732517,-3.57199507,-3.3610428,0.77971004,1.7589427,0.86883151
track7,58,6.25871952,-16.49606365,-2.13003198,5.39719827,0.9166667,1.67163737,-3.84693001,-3.39654341,0.80670145,1.6971182,0.81251818
track7,59,6.48398819,-16.51958317,-1.89457739,5.64910205,0.9333333,1.77970406,-4.12225695,-3.42811976,0.83546268,1.63070818,0.75564588
track7,60,6.67574926,-16.49989771,-1.70923786,5.90421431,0.95,1.89096677,-4.39725579,-3.45660712,0.86605167,1.5597121,0.69827304
track7,61,6.83228113,-16.44781063,-1.56887793,6.1620461,0.9666667,2.00483835,-4.67138652,-3.48275513,0.89851678,1.48413992,0.6404449
