t,x,y,z,vx,vy,vz,speed
0.66666800,0.54989529,2.16921049,1.50985327,0.45023497,-0.42453647,-2.03752812,2.12942799
0.68333470,0.55349563,2.16028125,1.48242190,0.47874187,-0.51874812,-2.11485447,2.22955216
0.70000140,0.55826243,2.15379135,1.46007708,0.56303430,-0.61015201,-2.18803643,2.34025566
0.71666810,0.56493200,2.14661887,1.43003668,0.69629040,-0.72307992,-2.27031116,2.48233311
0.73333480,0.57376894,2.13473124,1.38612011,0.84254306,-0.87531350,-2.39247719,2.68328150
0.75000150,0.59238214,2.11998638,1.34012520,0.98158599,-1.08414737,-2.59906679,2.98228683
0.76666820,0.61109524,2.10529984,1.29514223,1.11012672,-1.34692541,-2.83771904,3.33155200
0.78333490,0.63619111,2.08488968,1.24800507,1.24525160,-1.64944896,-3.05236733,3.68622839
0.80000160,0.66477938,2.05501506,1.19788081,1.27841520,-1.98170882,-3.19945119,3.97467020
0.81666830,0.68467625,2.01804137,1.14017065,1.24531610,-2.30909531,-3.27783185,4.19844197
0.83333500,0.70498731,1.97532463,1.07898718,1.15430585,-2.62823788,-3.32693201,4.39414758
0.85000170,0.72615049,1.92523330,1.01443412,1.06161981,-2.93214748,-3.36223193,4.58575283
0.86666840,0.75949532,1.87257957,0.95706940,1.02465695,-3.22175965,-3.36046753,4.76680177
0.88333510,0.75758922,1.81192378,0.90358635,1.05974051,-3.48601516,-3.33592939,4.94001787
0.90000180,0.76515472,1.75394415,0.85352792,1.17901541,-3.74252527,-3.29668079,5.12490751
0.91666850,0.77336080,1.69269713,0.80166225,1.34361420,-4.00597202,-3.27076502,5.34331496
0.93333520,0.79032888,1.62756958,0.74502467,1.56666497,-4.25972126,-3.25318331,5.58416207
0.95000190,0.82789438,1.55195247,0.69357441,1.83188827,-4.48421531,-3.26035431,5.83899922
0.96666860,0.86755623,1.47507264,0.63817581,2.10882683,-4.67490961,-3.28603086,6.09097112
0.98333530,0.91039355,1.39179877,0.58175292,2.28573078,-4.72753959,-3.30272449,6.20340107
1.00000200,0.95225894,1.30098050,0.52289082,2.39651795,-4.51972845,-3.27918460,6.07653644
1.01666870,1.00283464,1.21238417,0.46979919,2.40899241,-4.28886582,-3.25223407,5.89700270
1.03333540,1.05247158,1.13063260,0.41634925,2.42146688,-4.05800319,-3.22528354,5.72130629
1.05000210,1.08201761,1.04729021,0.35878456,2.43394134,-3.82714056,-3.19833301,5.54981165
1.06666880,1.11212996,1.00564297,0.30660099,2.44641581,-3.59627793,-3.17138249,5.38292041
1.08333550,1.14971664,1.00945764,0.26202637,2.45889027,-3.36541530,-3.14443196,5.22107401
