t,x,y,z,vx,vy,vz,speed
0.50000100,0.21826566,2.12287645,1.41813279,0.24913720,0.33292492,-1.36484059,1.42677895
0.51666770,0.22143521,2.12707381,1.39509437,0.27382066,0.22749637,-1.55005634,1.59041096
0.53333440,0.22551224,2.12885852,1.36908632,0.29648764,0.11275930,-1.71685837,1.74591588
0.55000110,0.23116115,2.12979825,1.33780612,0.30909839,-0.01494952,-1.86900994,1.89445598
0.56666780,0.23724809,2.12924176,1.30295559,0.31429241,-0.14710514,-2.00931858,2.03906371
0.58333450,0.24256158,2.12661108,1.26624586,0.31722760,-0.27374632,-2.14177305,2.18237536
0.60000120,0.24940213,2.12081738,1.22757171,0.31460493,-0.40153666,-2.26958147,2.32620033
0.61666790,0.25601878,2.11350838,1.19004791,0.32857416,-0.53838457,-2.39738833,2.47896948
0.63333460,0.26070803,2.10231677,1.15196150,0.36552163,-0.68673117,-2.51840923,2.63582830
0.65000130,0.26389974,2.09009216,1.11004212,0.43138185,-0.85214265,-2.63199183,2.79993186
0.66666800,0.26711972,2.07621379,1.06531119,0.53172445,-1.04184750,-2.74151512,2.98061776
0.68333470,0.27178603,2.05917338,1.01822857,0.63284699,-1.25231853,-2.85072941,3.17733460
0.70000140,0.28477035,2.03807482,0.96589440,0.73233887,-1.47958326,-2.94953012,3.38012053
0.71666810,0.30097031,2.01391717,0.91375225,0.83028070,-1.72499219,-3.02652080,3.58117192
0.73333480,0.31988459,1.98354409,0.86294906,0.91104542,-1.98037984,-3.08565296,3.77798389
0.75000150,0.34296852,1.94605346,0.81128671,0.97009274,-2.24740724,-3.13243417,3.97543243
0.76666820,0.35802240,1.90495834,0.75711790,0.99997546,-2.49568956,-3.16951087,4.15622623
0.78333490,0.37230800,1.86142253,0.70551961,1.00150329,-2.71088339,-3.19049759,4.30478483
0.80000160,0.38838084,1.81166146,0.65413478,1.00695264,-2.88493500,-3.19091811,4.41800429
0.81666830,0.40292786,1.76106314,0.59920398,1.01557360,-2.98045379,-3.15273047,4.45580565
0.83333500,0.41957872,1.70321403,0.54348443,1.03858928,-2.97501942,-3.05963948,4.39212955
0.85000170,0.43615682,1.64936566,0.48740833,1.05997957,-2.81988036,-2.88556655,4.17154362
0.86666840,0.45396786,1.59657700,0.43422658,1.09732272,-2.63132335,-2.69175358,3.92090768
0.88333510,0.47626093,1.54446151,0.38776813,1.13466586,-2.44276634,-2.49794062,3.67345632
0.90000180,0.49628202,1.50352344,0.34886982,1.17200901,-2.25420933,-2.30412765,3.42987887
0.91666850,0.51792530,1.47490863,0.31698842,1.20935215,-2.06565232,-2.11031469,3.19106255
0.93333520,0.52923675,1.47306213,0.29948456,1.24669530,-1.87709531,-1.91650173,2.95816071
