t,x,y,z,vx,vy,vz,speed
0.00000000,0.10348557,0.80238411,0.98037647,-0.56365291,6.97958501,1.80065723,7.23012295
0.01666670,0.09750711,0.91806417,1.01352466,-0.29891020,6.44058703,2.41485506,6.88491348
0.03333340,0.09393928,1.01525949,1.06035356,-0.03416750,5.90158906,3.02905290,6.63363266
0.05000010,0.09474122,1.11275041,1.11699267,0.23057520,5.36259108,3.64325073,6.48720463
0.06666680,0.10202122,1.19684106,1.18106404,0.49531790,4.82359311,4.25744856,6.45277138
