t,x,y,z,vx,vy,vz,speed
0.00000000,0.27227764,1.07888784,1.33576995,-1.90874006,7.18413555,3.38631346,8.16836649
0.01666700,0.24064266,1.19699428,1.39109330,-1.43205725,6.46669829,3.30954680,7.40419306
0.03333400,0.22373542,1.29251471,1.44403806,-0.95537445,5.74926103,3.23278015,6.66465379
0.05000100,0.21339668,1.38622698,1.50138371,-0.47869164,5.03182377,3.15601349,5.95892753
0.06666800,0.20628450,1.46338616,1.55002847,-0.00200884,4.31438651,3.07924684,5.30053734
